Div,Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomePoint,AwayPoint,HomeDiff,AwayDiff,HomeRank,AwayRank,HomeGF,HomeGA,AwayGF,AwayGA
I1,01/05/2022,2021-2022,Empoli,Torino,1.0,3.0,A,0.0,0.0,D,11.0,13.0,4.0,3.0,14.0,11.0,5.0,4.0,5.0,2.0,2.0,0.0,37,44,-17,6,14,11,45,62,42,36
I1,01/05/2022,2021-2022,Milan,Fiorentina,1.0,0.0,H,0.0,0.0,D,13.0,8.0,2.0,2.0,17.0,17.0,2.0,2.0,1.0,3.0,0.0,0.0,74,56,30,8,1,7,60,30,54,46
I1,01/05/2022,2021-2022,Udinese,Inter,1.0,2.0,A,0.0,2.0,A,7.0,12.0,3.0,5.0,12.0,10.0,5.0,11.0,2.0,1.0,0.0,0.0,43,72,1,44,12,2,53,52,72,28
I1,01/05/2022,2021-2022,Roma,Bologna,0.0,0.0,D,0.0,0.0,D,17.0,10.0,5.0,4.0,10.0,9.0,10.0,5.0,0.0,1.0,0.0,0.0,58,42,15,-9,6,13,55,40,39,48
I1,02/05/2022,2021-2022,Atalanta,Salernitana,1.0,1.0,D,0.0,1.0,A,20.0,11.0,5.0,9.0,13.0,9.0,11.0,4.0,3.0,2.0,0.0,0.0,55,25,18,-42,8,19,61,43,28,70
I1,05/05/2022,2021-2022,Salernitana,Venezia,2.0,1.0,H,1.0,0.0,H,19.0,10.0,4.0,4.0,12.0,17.0,6.0,4.0,2.0,7.0,0.0,1.0,26,22,-42,-35,18,20,29,71,28,63
I1,06/05/2022,2021-2022,Inter,Empoli,4.0,2.0,H,2.0,2.0,D,37.0,4.0,10.0,2.0,10.0,9.0,15.0,2.0,1.0,0.0,0.0,0.0,75,37,45,-19,2,14,74,29,46,65
I1,06/05/2022,2021-2022,Genoa,Juventus,2.0,1.0,H,0.0,0.0,D,18.0,12.0,6.0,4.0,13.0,15.0,9.0,2.0,2.0,3.0,0.0,0.0,25,69,-30,23,19,4,25,55,54,31
I1,07/05/2022,2021-2022,Torino,Napoli,0.0,1.0,A,0.0,0.0,D,10.0,11.0,3.0,6.0,18.0,11.0,6.0,4.0,2.0,3.0,0.0,0.0,47,70,8,36,10,3,45,37,67,31
I1,07/05/2022,2021-2022,Sassuolo,Udinese,1.0,1.0,D,1.0,0.0,H,15.0,13.0,6.0,6.0,10.0,18.0,6.0,9.0,2.0,2.0,0.0,0.0,46,43,-1,0,11,12,60,61,54,54
I1,07/05/2022,2021-2022,Lazio,Sampdoria,2.0,0.0,H,1.0,0.0,H,16.0,9.0,10.0,2.0,9.0,9.0,6.0,0.0,1.0,1.0,0.0,0.0,59,33,17,-15,5,15,70,53,42,57
I1,08/05/2022,2021-2022,Spezia,Atalanta,1.0,3.0,A,1.0,1.0,D,5.0,17.0,1.0,6.0,10.0,12.0,0.0,3.0,2.0,3.0,0.0,0.0,33,56,-26,18,16,7,37,63,62,44
I1,08/05/2022,2021-2022,Venezia,Bologna,4.0,3.0,H,2.0,1.0,H,18.0,23.0,9.0,10.0,10.0,13.0,4.0,8.0,2.0,4.0,0.0,0.0,22,43,-36,-9,20,13,29,65,39,48
I1,08/05/2022,2021-2022,Salernitana,Cagliari,1.0,1.0,D,0.0,0.0,D,13.0,9.0,2.0,3.0,12.0,17.0,7.0,6.0,5.0,2.0,1.0,1.0,29,28,-41,-32,17,19,31,72,32,64
I1,08/05/2022,2021-2022,Verona,Milan,1.0,3.0,A,1.0,1.0,D,10.0,18.0,3.0,8.0,15.0,7.0,5.0,8.0,2.0,1.0,0.0,0.0,52,77,9,31,9,2,61,52,61,30
I1,09/05/2022,2021-2022,Fiorentina,Roma,2.0,0.0,H,2.0,0.0,H,12.0,6.0,7.0,1.0,16.0,11.0,5.0,3.0,3.0,1.0,0.0,0.0,56,59,7,15,8,7,54,47,55,40
I1,14/05/2022,2021-2022,Empoli,Salernitana,1.0,1.0,D,1.0,0.0,H,16.0,28.0,6.0,9.0,18.0,8.0,3.0,11.0,2.0,2.0,0.0,0.0,37,30,-21,-41,14,17,48,69,32,73
I1,14/05/2022,2021-2022,Udinese,Spezia,2.0,3.0,A,1.0,2.0,A,17.0,10.0,6.0,6.0,19.0,10.0,4.0,2.0,3.0,2.0,0.0,0.0,44,33,0,-28,12,16,55,55,38,66
I1,14/05/2022,2021-2022,Verona,Torino,0.0,1.0,A,0.0,1.0,A,10.0,11.0,5.0,5.0,17.0,18.0,4.0,4.0,4.0,2.0,0.0,0.0,52,47,7,7,9,10,62,55,45,38
I1,14/05/2022,2021-2022,Roma,Venezia,1.0,1.0,D,0.0,1.0,A,46.0,4.0,16.0,2.0,11.0,14.0,20.0,2.0,2.0,5.0,0.0,1.0,59,25,13,-35,7,20,55,42,33,68
I1,15/05/2022,2021-2022,Bologna,Sassuolo,1.0,3.0,A,0.0,1.0,A,8.0,16.0,2.0,7.0,9.0,10.0,4.0,9.0,0.0,1.0,0.0,0.0,43,47,-10,-1,13,11,42,52,61,62
I1,15/05/2022,2021-2022,Napoli,Genoa,3.0,0.0,H,1.0,0.0,H,17.0,11.0,9.0,3.0,13.0,15.0,9.0,2.0,1.0,1.0,0.0,0.0,73,28,37,-29,3,19,68,31,27,56
I1,15/05/2022,2021-2022,Milan,Atalanta,2.0,0.0,H,0.0,0.0,D,12.0,12.0,6.0,2.0,8.0,14.0,4.0,6.0,3.0,2.0,0.0,0.0,80,59,33,20,1,7,64,31,65,45
I1,15/05/2022,2021-2022,Cagliari,Inter,1.0,3.0,A,0.0,1.0,A,10.0,17.0,2.0,7.0,12.0,15.0,2.0,5.0,0.0,2.0,0.0,0.0,29,78,-32,47,18,2,33,65,78,31
I1,16/05/2022,2021-2022,Sampdoria,Fiorentina,4.0,1.0,H,2.0,0.0,H,12.0,12.0,5.0,1.0,18.0,9.0,4.0,5.0,2.0,3.0,1.0,0.0,33,59,-17,9,16,8,42,59,56,47
I1,16/05/2022,2021-2022,Juventus,Lazio,2.0,2.0,D,2.0,0.0,H,4.0,18.0,2.0,7.0,16.0,13.0,0.0,9.0,3.0,3.0,0.0,0.0,69,62,22,19,4,5,55,33,72,53
I1,20/05/2022,2021-2022,Torino,Roma,0.0,3.0,A,0.0,2.0,A,13.0,14.0,2.0,6.0,10.0,10.0,5.0,6.0,2.0,2.0,0.0,0.0,50,60,8,13,10,6,46,38,56,43
I1,21/05/2022,2021-2022,Genoa,Bologna,0.0,1.0,A,0.0,0.0,D,18.0,11.0,5.0,4.0,17.0,10.0,9.0,9.0,3.0,1.0,0.0,0.0,28,43,-32,-12,19,13,27,59,43,55
I1,21/05/2022,2021-2022,Atalanta,Empoli,0.0,1.0,A,0.0,0.0,D,40.0,7.0,10.0,3.0,6.0,7.0,15.0,2.0,1.0,1.0,0.0,0.0,59,38,18,-21,7,14,65,47,49,70
I1,21/05/2022,2021-2022,Fiorentina,Juventus,2.0,0.0,H,1.0,0.0,H,13.0,1.0,4.0,0.0,13.0,14.0,6.0,2.0,3.0,3.0,0.0,0.0,59,70,6,22,8,4,57,51,57,35
I1,21/05/2022,2021-2022,Lazio,Verona,3.0,3.0,D,2.0,2.0,D,19.0,10.0,7.0,7.0,9.0,19.0,6.0,4.0,2.0,6.0,0.0,0.0,63,52,19,6,5,9,74,55,62,56
I1,22/05/2022,2021-2022,Spezia,Napoli,0.0,3.0,A,0.0,3.0,A,16.0,10.0,4.0,4.0,10.0,9.0,4.0,2.0,1.0,2.0,0.0,0.0,36,76,-27,40,16,3,41,68,71,31
I1,22/05/2022,2021-2022,Inter,Sampdoria,3.0,0.0,H,0.0,0.0,D,27.0,9.0,12.0,3.0,6.0,12.0,8.0,2.0,1.0,2.0,0.0,0.0,81,36,49,-14,2,15,81,32,46,60
I1,22/05/2022,2021-2022,Sassuolo,Milan,0.0,3.0,A,0.0,3.0,A,15.0,18.0,3.0,12.0,8.0,13.0,3.0,7.0,2.0,1.0,0.0,0.0,50,83,1,35,11,2,64,63,66,31
I1,22/05/2022,2021-2022,Salernitana,Udinese,0.0,4.0,A,0.0,3.0,A,25.0,19.0,10.0,11.0,11.0,12.0,7.0,1.0,1.0,1.0,0.0,0.0,31,44,-41,-1,17,13,33,74,57,58
I1,22/05/2022,2021-2022,Venezia,Cagliari,0.0,0.0,D,0.0,0.0,D,7.0,31.0,1.0,7.0,6.0,19.0,6.0,11.0,0.0,3.0,0.0,0.0,26,29,-35,-34,20,18,34,69,34,68
I1,19/09/2020,2020-2021,Fiorentina,Torino,1.0,0.0,H,0.0,0.0,D,17.0,6.0,8.0,3.0,17.0,20.0,4.0,1.0,3.0,1.0,0.0,0.0,0,0,0,0,1,2,0,0,0,0
I1,19/09/2020,2020-2021,Verona,Roma,0.0,0.0,D,0.0,0.0,D,9.0,15.0,7.0,7.0,19.0,20.0,0.0,6.0,2.0,0.0,0.0,0.0,0,0,0,0,3,2,0,0,0,0
I1,20/09/2020,2020-2021,Parma,Napoli,0.0,2.0,A,0.0,0.0,D,4.0,12.0,2.0,7.0,16.0,12.0,4.0,2.0,4.0,1.0,0.0,0.0,0,0,0,0,5,4,0,0,0,0
I1,20/09/2020,2020-2021,Genoa,Crotone,4.0,1.0,H,3.0,1.0,H,10.0,11.0,8.0,5.0,13.0,14.0,6.0,4.0,4.0,2.0,0.0,0.0,0,0,0,0,6,5,0,0,0,0
I1,20/09/2020,2020-2021,Sassuolo,Cagliari,1.0,1.0,D,0.0,0.0,D,21.0,8.0,10.0,4.0,9.0,18.0,7.0,3.0,1.0,3.0,0.0,0.0,0,0,0,0,7,6,0,0,0,0
I1,20/09/2020,2020-2021,Juventus,Sampdoria,3.0,0.0,H,1.0,0.0,H,14.0,10.0,9.0,2.0,15.0,9.0,6.0,4.0,1.0,1.0,0.0,0.0,0,0,0,0,8,9,0,0,0,0
I1,21/09/2020,2020-2021,Milan,Bologna,2.0,0.0,H,1.0,0.0,H,14.0,6.0,6.0,5.0,13.0,17.0,7.0,4.0,3.0,5.0,0.0,1.0,0,0,0,0,10,9,0,0,0,0
I1,26/09/2020,2020-2021,Torino,Atalanta,2.0,4.0,A,2.0,3.0,A,5.0,12.0,5.0,7.0,11.0,12.0,2.0,6.0,1.0,2.0,0.0,0.0,0,0,-1,0,11,10,0,1,0,0
I1,26/09/2020,2020-2021,Cagliari,Lazio,0.0,2.0,A,0.0,1.0,A,9.0,9.0,3.0,7.0,8.0,13.0,3.0,6.0,1.0,1.0,0.0,0.0,1,0,0,0,7,11,1,1,0,0
I1,26/09/2020,2020-2021,Sampdoria,Benevento,2.0,3.0,A,2.0,1.0,H,5.0,11.0,4.0,6.0,17.0,12.0,6.0,4.0,3.0,1.0,0.0,0.0,0,0,-3,0,17,12,0,3,0,0
I1,26/09/2020,2020-2021,Inter,Fiorentina,4.0,3.0,H,1.0,1.0,D,12.0,8.0,6.0,4.0,15.0,10.0,5.0,1.0,1.0,1.0,0.0,0.0,0,3,0,1,13,8,0,0,1,0
I1,27/09/2020,2020-2021,Spezia,Sassuolo,1.0,4.0,A,1.0,1.0,D,11.0,10.0,6.0,8.0,13.0,8.0,3.0,5.0,2.0,1.0,0.0,0.0,0,1,0,0,14,10,0,0,1,1
I1,27/09/2020,2020-2021,Napoli,Genoa,6.0,0.0,H,1.0,0.0,H,18.0,3.0,11.0,1.0,6.0,13.0,4.0,2.0,1.0,2.0,0.0,0.0,3,3,2,3,7,2,2,0,4,1
I1,27/09/2020,2020-2021,Verona,Udinese,1.0,0.0,H,0.0,0.0,D,8.0,14.0,2.0,6.0,13.0,13.0,1.0,9.0,1.0,0.0,0.0,0.0,1,0,0,0,12,14,0,0,0,0
I1,27/09/2020,2020-2021,Crotone,Milan,0.0,2.0,A,0.0,1.0,A,5.0,11.0,1.0,7.0,14.0,15.0,2.0,5.0,1.0,3.0,0.0,0.0,0,3,-3,2,18,7,1,4,2,0
I1,27/09/2020,2020-2021,Roma,Juventus,2.0,2.0,D,2.0,1.0,H,7.0,6.0,6.0,3.0,19.0,9.0,5.0,7.0,2.0,3.0,0.0,1.0,1,3,0,3,12,5,0,0,3,0
I1,28/09/2020,2020-2021,Bologna,Parma,4.0,1.0,H,2.0,0.0,H,11.0,8.0,8.0,4.0,12.0,9.0,8.0,9.0,1.0,2.0,0.0,1.0,0,0,-2,-2,15,16,0,2,0,2
I1,30/09/2020,2020-2021,Benevento,Inter,2.0,5.0,A,1.0,4.0,A,11.0,18.0,7.0,12.0,10.0,15.0,5.0,1.0,1.0,0.0,0.0,0.0,3,3,1,1,10,9,3,2,4,3
I1,30/09/2020,2020-2021,Udinese,Spezia,0.0,2.0,A,0.0,1.0,A,10.0,4.0,5.0,3.0,13.0,17.0,2.0,2.0,0.0,5.0,0.0,1.0,0,0,-1,-3,15,17,0,1,1,4
I1,30/09/2020,2020-2021,Lazio,Atalanta,1.0,4.0,A,0.0,3.0,A,11.0,8.0,8.0,6.0,16.0,11.0,7.0,3.0,7.0,2.0,0.0,0.0,3,3,2,2,8,7,2,0,4,2
I1,02/10/2020,2020-2021,Fiorentina,Sampdoria,1.0,2.0,A,0.0,1.0,A,16.0,14.0,6.0,10.0,11.0,16.0,8.0,4.0,0.0,3.0,0.0,0.0,3,0,0,-4,9,18,4,4,2,6
I1,03/10/2020,2020-2021,Sassuolo,Crotone,4.0,1.0,H,1.0,0.0,H,7.0,10.0,4.0,6.0,15.0,15.0,3.0,4.0,2.0,3.0,0.0,0.0,4,0,3,-5,6,19,5,2,1,6
I1,03/10/2020,2020-2021,Udinese,Roma,0.0,1.0,A,0.0,0.0,D,9.0,8.0,5.0,3.0,15.0,10.0,4.0,1.0,1.0,0.0,0.0,0.0,0,2,-3,0,18,15,0,3,2,2
I1,04/10/2020,2020-2021,Atalanta,Cagliari,5.0,2.0,H,4.0,1.0,H,19.0,7.0,14.0,3.0,11.0,9.0,3.0,9.0,0.0,0.0,0.0,0.0,6,1,5,-2,3,16,8,3,1,3
I1,04/10/2020,2020-2021,Benevento,Bologna,1.0,0.0,H,0.0,0.0,D,6.0,13.0,3.0,7.0,13.0,15.0,4.0,10.0,2.0,1.0,0.0,0.0,3,3,-2,1,13,9,5,7,4,3
I1,04/10/2020,2020-2021,Lazio,Inter,1.0,1.0,D,0.0,1.0,A,11.0,10.0,5.0,4.0,14.0,13.0,7.0,8.0,3.0,4.0,1.0,1.0,3,6,-1,4,12,4,3,4,9,5
I1,04/10/2020,2020-2021,Parma,Verona,1.0,0.0,H,1.0,0.0,H,7.0,8.0,5.0,5.0,11.0,19.0,7.0,6.0,1.0,1.0,0.0,0.0,0,4,-5,1,19,9,1,6,1,0
I1,04/10/2020,2020-2021,Milan,Spezia,3.0,0.0,H,0.0,0.0,D,10.0,3.0,5.0,2.0,14.0,19.0,4.0,6.0,1.0,2.0,0.0,0.0,6,3,4,-1,5,13,4,0,3,4
I1,17/10/2020,2020-2021,Napoli,Atalanta,4.0,1.0,H,4.0,0.0,H,18.0,11.0,14.0,3.0,12.0,23.0,6.0,2.0,1.0,3.0,0.0,0.0,6,9,8,8,5,1,8,0,13,5
I1,17/10/2020,2020-2021,Inter,Milan,1.0,2.0,A,1.0,2.0,A,12.0,8.0,6.0,4.0,18.0,11.0,3.0,5.0,3.0,4.0,0.0,0.0,7,9,4,7,5,2,10,6,7,0
I1,17/10/2020,2020-2021,Sampdoria,Lazio,3.0,0.0,H,2.0,0.0,H,11.0,8.0,8.0,1.0,12.0,10.0,3.0,3.0,2.0,2.0,0.0,0.0,3,4,-3,-1,14,10,4,7,4,5
I1,17/10/2020,2020-2021,Crotone,Juventus,1.0,1.0,D,1.0,1.0,D,9.0,8.0,3.0,3.0,17.0,14.0,3.0,4.0,3.0,3.0,0.0,1.0,0,4,-8,3,20,9,2,10,5,2
I1,18/10/2020,2020-2021,Bologna,Sassuolo,3.0,4.0,A,2.0,1.0,H,11.0,20.0,7.0,12.0,20.0,12.0,7.0,11.0,2.0,2.0,0.0,0.0,3,7,0,6,12,4,4,4,9,3
I1,18/10/2020,2020-2021,Spezia,Fiorentina,2.0,2.0,D,1.0,2.0,A,6.0,7.0,2.0,6.0,15.0,18.0,5.0,5.0,2.0,2.0,0.0,0.0,3,3,-4,-1,15,13,3,7,5,6
I1,18/10/2020,2020-2021,Torino,Cagliari,2.0,3.0,A,1.0,2.0,A,10.0,9.0,6.0,7.0,14.0,16.0,2.0,4.0,2.0,3.0,1.0,0.0,0,1,-3,-5,19,17,2,5,3,8
I1,18/10/2020,2020-2021,Udinese,Parma,3.0,2.0,H,1.0,1.0,D,9.0,7.0,4.0,3.0,12.0,11.0,11.0,2.0,3.0,2.0,0.0,0.0,0,3,-4,-4,20,17,0,4,2,6
I1,18/10/2020,2020-2021,Roma,Benevento,5.0,2.0,H,2.0,1.0,H,16.0,8.0,10.0,4.0,17.0,7.0,6.0,4.0,3.0,2.0,0.0,0.0,5,6,1,-1,9,7,3,2,6,7
I1,19/10/2020,2020-2021,Verona,Genoa,0.0,0.0,D,0.0,0.0,D,18.0,5.0,12.0,2.0,14.0,15.0,14.0,2.0,1.0,4.0,0.0,0.0,4,3,0,-3,10,16,1,1,4,7
I1,23/10/2020,2020-2021,Sassuolo,Torino,3.0,3.0,D,0.0,1.0,A,13.0,14.0,9.0,12.0,10.0,12.0,6.0,8.0,2.0,2.0,0.0,0.0,10,0,7,-4,2,20,13,6,4,8
I1,24/10/2020,2020-2021,Atalanta,Sampdoria,1.0,3.0,A,0.0,1.0,A,10.0,5.0,5.0,4.0,11.0,18.0,3.0,1.0,3.0,4.0,0.0,0.0,9,6,5,0,4,7,14,9,7,7
I1,24/10/2020,2020-2021,Genoa,Inter,0.0,2.0,A,0.0,0.0,D,1.0,10.0,0.0,6.0,11.0,17.0,1.0,9.0,1.0,1.0,0.0,0.0,4,7,-3,3,12,7,4,7,11,8
I1,24/10/2020,2020-2021,Lazio,Bologna,2.0,1.0,H,0.0,0.0,D,6.0,16.0,4.0,6.0,14.0,15.0,8.0,9.0,3.0,3.0,0.0,0.0,4,3,-4,-1,14,16,4,8,7,8
I1,25/10/2020,2020-2021,Cagliari,Crotone,4.0,2.0,H,3.0,2.0,H,15.0,11.0,8.0,6.0,13.0,13.0,5.0,1.0,2.0,4.0,0.0,1.0,4,1,-4,-8,13,20,6,10,3,11
I1,25/10/2020,2020-2021,Benevento,Napoli,1.0,2.0,A,1.0,0.0,H,6.0,14.0,3.0,8.0,18.0,13.0,3.0,15.0,3.0,1.0,0.0,0.0,6,9,-4,11,10,4,8,12,12,1
I1,25/10/2020,2020-2021,Parma,Spezia,2.0,2.0,D,1.0,2.0,A,15.0,13.0,7.0,9.0,12.0,22.0,12.0,3.0,3.0,2.0,0.0,0.0,3,4,-5,-4,18,14,4,9,5,9
I1,25/10/2020,2020-2021,Fiorentina,Udinese,3.0,2.0,H,2.0,1.0,H,4.0,11.0,3.0,6.0,16.0,14.0,2.0,7.0,1.0,3.0,0.0,0.0,4,3,-1,-3,14,18,7,8,3,6
I1,25/10/2020,2020-2021,Juventus,Verona,1.0,1.0,D,0.0,0.0,D,16.0,5.0,8.0,2.0,14.0,19.0,6.0,3.0,1.0,4.0,0.0,0.0,5,5,3,0,12,13,6,3,1,1
I1,26/10/2020,2020-2021,Milan,Roma,3.0,3.0,D,1.0,1.0,D,13.0,11.0,11.0,9.0,15.0,15.0,7.0,7.0,3.0,2.0,0.0,0.0,12,8,8,4,2,7,9,1,8,4
I1,31/10/2020,2020-2021,Crotone,Atalanta,1.0,2.0,A,1.0,2.0,A,4.0,16.0,2.0,7.0,11.0,22.0,1.0,3.0,1.0,3.0,0.0,0.0,1,9,-10,3,20,6,5,15,15,12
I1,31/10/2020,2020-2021,Inter,Parma,2.0,2.0,D,0.0,0.0,D,18.0,4.0,9.0,3.0,13.0,7.0,15.0,2.0,1.0,1.0,0.0,0.0,10,4,5,-5,5,15,13,8,6,11
I1,31/10/2020,2020-2021,Bologna,Cagliari,3.0,2.0,H,1.0,1.0,D,16.0,6.0,11.0,4.0,12.0,19.0,7.0,3.0,3.0,3.0,0.0,0.0,3,7,-2,-2,17,9,8,10,10,12
I1,01/11/2020,2020-2021,Udinese,Milan,1.0,2.0,A,0.0,1.0,A,7.0,8.0,3.0,4.0,14.0,12.0,2.0,4.0,2.0,2.0,0.0,0.0,3,13,-4,8,18,1,5,9,12,4
I1,01/11/2020,2020-2021,Spezia,Juventus,1.0,4.0,A,1.0,1.0,D,11.0,8.0,3.0,5.0,14.0,7.0,4.0,3.0,3.0,1.0,0.0,0.0,5,6,-4,3,15,11,7,11,7,4
I1,01/11/2020,2020-2021,Torino,Lazio,3.0,4.0,A,2.0,1.0,H,8.0,9.0,6.0,5.0,11.0,12.0,7.0,1.0,2.0,4.0,0.0,0.0,1,7,-4,-3,19,11,7,11,6,9
I1,01/11/2020,2020-2021,Napoli,Sassuolo,0.0,2.0,A,0.0,0.0,D,18.0,8.0,7.0,5.0,7.0,9.0,12.0,3.0,2.0,2.0,0.0,0.0,12,11,12,7,2,4,14,2,16,9
I1,01/11/2020,2020-2021,Roma,Fiorentina,2.0,0.0,H,1.0,0.0,H,11.0,3.0,7.0,1.0,17.0,16.0,7.0,4.0,3.0,2.0,0.0,1.0,9,7,4,0,8,10,11,7,10,10
I1,01/11/2020,2020-2021,Sampdoria,Genoa,1.0,1.0,D,1.0,1.0,D,9.0,7.0,3.0,4.0,19.0,11.0,7.0,4.0,5.0,1.0,0.0,0.0,9,4,2,-5,9,17,10,8,4,9
I1,02/11/2020,2020-2021,Verona,Benevento,3.0,1.0,H,1.0,0.0,H,10.0,10.0,7.0,5.0,18.0,14.0,4.0,5.0,5.0,4.0,0.0,1.0,6,6,0,-5,12,14,2,2,9,14
I1,04/11/2020,2020-2021,Genoa,Torino,1.0,2.0,A,0.0,2.0,A,9.0,6.0,4.0,1.0,10.0,18.0,5.0,2.0,2.0,4.0,0.0,0.0,5,1,-5,-5,16,19,5,10,10,15
I1,06/11/2020,2020-2021,Sassuolo,Udinese,0.0,0.0,D,0.0,0.0,D,3.0,0.0,1.0,0.0,17.0,13.0,3.0,6.0,2.0,2.0,0.0,0.0,14,3,9,-5,2,19,18,9,6,11
I1,07/11/2020,2020-2021,Cagliari,Sampdoria,2.0,0.0,H,0.0,0.0,D,13.0,5.0,7.0,1.0,12.0,16.0,2.0,6.0,0.0,2.0,0.0,1.0,7,10,-3,2,12,7,12,15,11,9
I1,07/11/2020,2020-2021,Benevento,Spezia,0.0,3.0,A,0.0,1.0,A,4.0,13.0,3.0,7.0,13.0,18.0,2.0,4.0,3.0,3.0,0.0,0.0,6,5,-7,-7,14,17,10,17,8,15
I1,07/11/2020,2020-2021,Parma,Fiorentina,0.0,0.0,D,0.0,0.0,D,5.0,6.0,0.0,4.0,17.0,17.0,2.0,3.0,1.0,2.0,0.0,0.0,5,7,-5,-2,16,13,8,13,10,12
I1,08/11/2020,2020-2021,Lazio,Juventus,1.0,1.0,D,0.0,1.0,A,7.0,9.0,3.0,6.0,12.0,12.0,4.0,2.0,2.0,2.0,0.0,0.0,10,9,-2,6,9,10,10,12,11,5
I1,08/11/2020,2020-2021,Atalanta,Inter,1.0,1.0,D,0.0,0.0,D,9.0,10.0,4.0,3.0,15.0,13.0,2.0,5.0,1.0,3.0,0.0,0.0,12,11,4,5,5,6,17,13,15,10
I1,08/11/2020,2020-2021,Genoa,Roma,1.0,3.0,A,0.0,1.0,A,7.0,18.0,5.0,11.0,10.0,11.0,1.0,8.0,1.0,0.0,0.0,0.0,5,12,-6,6,17,5,6,12,13,7
I1,08/11/2020,2020-2021,Torino,Crotone,0.0,0.0,D,0.0,0.0,D,5.0,7.0,1.0,2.0,15.0,16.0,6.0,3.0,3.0,4.0,0.0,1.0,4,1,-4,-11,18,20,12,16,6,17
I1,08/11/2020,2020-2021,Bologna,Napoli,0.0,1.0,A,0.0,1.0,A,6.0,8.0,4.0,4.0,12.0,11.0,4.0,7.0,3.0,0.0,0.0,0.0,6,12,-1,10,14,5,11,12,14,4
I1,08/11/2020,2020-2021,Milan,Verona,2.0,2.0,D,1.0,2.0,A,21.0,5.0,9.0,3.0,16.0,20.0,14.0,1.0,1.0,3.0,0.0,0.0,16,9,9,2,1,11,14,5,5,3
I1,21/11/2020,2020-2021,Crotone,Lazio,0.0,2.0,A,0.0,1.0,A,12.0,13.0,6.0,9.0,11.0,11.0,2.0,6.0,3.0,4.0,0.0,0.0,2,11,-11,-2,20,7,6,17,11,13
I1,21/11/2020,2020-2021,Spezia,Atalanta,0.0,0.0,D,0.0,0.0,D,6.0,9.0,3.0,5.0,19.0,18.0,1.0,2.0,3.0,3.0,0.0,0.0,8,13,-4,4,13,6,11,15,18,14
I1,21/11/2020,2020-2021,Juventus,Cagliari,2.0,0.0,H,2.0,0.0,H,13.0,2.0,8.0,0.0,11.0,7.0,9.0,1.0,3.0,2.0,0.0,0.0,10,10,6,-1,8,11,12,6,14,15
I1,22/11/2020,2020-2021,Fiorentina,Benevento,0.0,1.0,A,0.0,0.0,D,5.0,10.0,3.0,4.0,14.0,16.0,4.0,4.0,2.0,3.0,0.0,0.0,8,6,-2,-10,13,16,10,12,10,20
I1,22/11/2020,2020-2021,Inter,Torino,4.0,2.0,H,0.0,1.0,A,9.0,11.0,7.0,6.0,20.0,14.0,1.0,1.0,3.0,2.0,0.0,0.0,12,5,5,-4,8,17,16,11,12,16
I1,22/11/2020,2020-2021,Roma,Parma,3.0,0.0,H,3.0,0.0,H,12.0,1.0,7.0,1.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,15,6,8,-5,4,16,16,8,8,13
I1,22/11/2020,2020-2021,Sampdoria,Bologna,1.0,2.0,A,1.0,1.0,D,8.0,7.0,4.0,5.0,10.0,9.0,9.0,10.0,2.0,2.0,0.0,0.0,10,6,0,-2,10,15,11,11,11,13
I1,22/11/2020,2020-2021,Verona,Sassuolo,0.0,2.0,A,0.0,1.0,A,13.0,10.0,7.0,5.0,13.0,20.0,6.0,1.0,1.0,3.0,0.0,0.0,10,15,2,9,9,4,7,5,18,9
I1,22/11/2020,2020-2021,Udinese,Genoa,1.0,0.0,H,1.0,0.0,H,7.0,5.0,4.0,1.0,17.0,15.0,4.0,8.0,2.0,3.0,0.0,1.0,4,5,-5,-8,19,18,6,11,7,15
I1,22/11/2020,2020-2021,Napoli,Milan,1.0,3.0,A,0.0,1.0,A,16.0,11.0,9.0,7.0,8.0,16.0,8.0,5.0,3.0,4.0,1.0,0.0,15,17,11,9,4,3,15,4,16,7
I1,28/11/2020,2020-2021,Sassuolo,Inter,0.0,3.0,A,0.0,2.0,A,7.0,9.0,3.0,4.0,13.0,16.0,6.0,2.0,3.0,1.0,0.0,0.0,18,15,11,7,2,5,20,9,20,13
I1,28/11/2020,2020-2021,Benevento,Juventus,1.0,1.0,D,1.0,1.0,D,8.0,11.0,5.0,5.0,13.0,13.0,5.0,8.0,6.0,1.0,0.0,1.0,9,13,-9,8,14,8,11,20,14,6
I1,28/11/2020,2020-2021,Atalanta,Verona,0.0,2.0,A,0.0,0.0,D,15.0,7.0,6.0,3.0,12.0,15.0,4.0,1.0,2.0,3.0,0.0,0.0,14,10,4,0,7,9,18,14,7,7
I1,29/11/2020,2020-2021,Lazio,Udinese,1.0,3.0,A,0.0,2.0,A,8.0,6.0,6.0,4.0,16.0,10.0,4.0,4.0,3.0,4.0,0.0,0.0,14,7,0,-4,8,16,13,13,7,11
I1,29/11/2020,2020-2021,Bologna,Crotone,1.0,0.0,H,1.0,0.0,H,11.0,5.0,7.0,1.0,15.0,18.0,10.0,3.0,2.0,4.0,0.0,0.0,9,2,-1,-13,14,20,13,14,6,19
